Manuscript_number,DOI,funder,name,fundref
es-2022-05772y,10.1021/acs.est.2c05772,grid.424020.0,Ministry of Science and Technology of the People's Republic of China,501100002855
es-2022-05772y,10.1021/acs.est.2c05772,grid.454768.c,Anhui Provincial Department of Education,
es-2022-05773q,10.1021/acs.est.2c05773,grid.424020.0,Ministry of Science and Technology of the People's Republic of China,501100002855
es-2022-05773q,10.1021/acs.est.2c05773,grid.419696.5,National Natural Science Foundation of China,501100001809
es-2022-05777w,10.1021/acs.est.2c05777,grid.425888.b,Swiss National Science Foundation,501100001711
es-2022-05780v,10.1021/acs.est.2c05780,grid.419696.5,National Natural Science Foundation of China,501100001809
es-2022-05784r,10.1021/acs.est.2c05784,grid.211011.2,Helmholtz Association of German Research Centres,
es-2022-05815u,10.1021/acs.est.2c05815,,,
es-2022-05817p,10.1021/acs.est.2c05817,grid.436415.1,National Research Foundation of Korea,501100003725
es-2022-05817p,10.1021/acs.est.2c05817,grid.452913.8,Ministry of Science and ICT,501100003621
es-2022-05817p,10.1021/acs.est.2c05817,grid.249967.7,Korea Research Institute of Bioscience and Biotechnology,
es-2022-05817p,10.1021/acs.est.2c05817,grid.453720.7,"Kerala State Council for Science, Technology and Environment",501100006144
es-2022-05817p,10.1021/acs.est.2c05817,grid.270680.b,European Commission,501100000780
es-2022-05817p,10.1021/acs.est.2c05817,grid.453018.b,Science and Engineering Research Board,
es-2022-058462,10.1021/acs.est.2c05846,grid.453003.1,Office of Energy Efficiency and Renewable Energy,100006134
es-2022-058462,10.1021/acs.est.2c05846,grid.428205.9,California Environmental Protection Agency,100004806
es-2022-058462,10.1021/acs.est.2c05846,grid.184769.5,Lawrence Berkeley National Laboratory,
es-2022-058462,10.1021/acs.est.2c05846,grid.457836.b,Directorate for Geosciences,
es-2022-05857q,,,,
es-2022-05904u,,,,
es-2022-05918a,10.1021/acs.est.2c05918,grid.419696.5,National Natural Science Foundation of China,501100001809
es-2022-05923a,10.1021/acs.est.2c05923,grid.419696.5,National Natural Science Foundation of China,501100001809
es-2022-05923a,10.1021/acs.est.2c05923,grid.454741.7,Guangdong Science and Technology Department,501100007162
es-2022-05926k,10.1021/acs.est.2c05926,,,
es-2022-05929b,10.1021/acs.est.2c05929,grid.452912.9,Natural Sciences and Engineering Research Council,501100000038
es-2022-05929b,10.1021/acs.est.2c05929,grid.452927.f,Science and Technology Commission of Shanghai Municipality,
es-2022-05932t,10.1021/acs.est.2c05932,grid.457916.8,"Directorate for Social, Behavioral & Economic Sciences",
es-2022-05932t,10.1021/acs.est.2c05932,grid.270680.b,European Commission,501100000780
es-2022-059424,10.1021/acs.est.2c05942,,,
es-2022-05945y,10.1021/acs.est.2c05945,grid.54432.34,Japan Society for the Promotion of Science,
es-2022-05949z,10.1021/acs.est.2c05949,grid.448337.f,Maryland Department of Natural Resources,
es-2022-05949z,10.1021/acs.est.2c05949,grid.2865.9,United States Geological Survey,
es-2022-05949z,10.1021/acs.est.2c05949,grid.3532.7,National Oceanic and Atmospheric Administration,
es-2022-05949z,10.1021/acs.est.2c05949,grid.457836.b,Directorate for Geosciences,
es-2022-05949z,10.1021/acs.est.2c05949,grid.418698.a,Environmental Protection Agency,100000139
es-2022-059566,10.1021/acs.est.2c05956,grid.452927.f,Science and Technology Commission of Shanghai Municipality,
es-2022-059566,10.1021/acs.est.2c05956,grid.419696.5,National Natural Science Foundation of China,501100001809
es-2022-05967p,10.1021/acs.est.2c05967,grid.457836.b,Directorate for Geosciences,
es-2022-05967p,10.1021/acs.est.2c05967,grid.452963.f,Office of Biological and Environmental Research,
es-2022-05967p,10.1021/acs.est.2c05967,grid.457768.f,Directorate for Biological Sciences,
es-2022-059769,10.1021/acs.est.2c05976,grid.419696.5,National Natural Science Foundation of China,501100001809
es-2022-059769,10.1021/acs.est.2c05976,grid.424020.0,Ministry of Science and Technology of the People's Republic of China,501100002855
es-2022-05987k,,,,
es-2022-05989f,10.1021/acs.est.2c05989,,,
es-2022-06008g,10.1021/acs.est.2c06008,grid.453034.5,China Postdoctoral Science Foundation,501100002858
es-2022-06008g,10.1021/acs.est.2c06008,grid.419696.5,National Natural Science Foundation of China,501100001809
es-2022-06015t,10.1021/acs.est.2c06015,grid.270680.b,European Commission,501100000780
es-2022-060182,,,,
es-2022-060446,10.1021/acs.est.2c06044,grid.453285.d,Water Research Foundation,
es-2022-060446,10.1021/acs.est.2c06044,grid.434314.5,Eaton (United States),100004369
es-2022-060649,10.1021/acs.est.2c06064,grid.419696.5,National Natural Science Foundation of China,501100001809
es-2022-06075k,,,,
es-2022-06094y,10.1021/acs.est.2c06094,,,
es-2022-06096m,,,,
es-2022-06097v,10.1021/acs.est.2c06097,grid.419696.5,National Natural Science Foundation of China,501100001809
es-2022-06117y,10.1021/acs.est.2c06117,grid.453267.1,The Velux Foundations,100008397
es-2022-061336,,,,
es-2022-06137u,10.1021/acs.est.2c06137,grid.419696.5,National Natural Science Foundation of China,501100001809
es-2022-061557,10.1021/acs.est.2c06155,grid.419696.5,National Natural Science Foundation of China,501100001809
es-2022-061573,10.1021/acs.est.2c06157,,,
es-2022-06170t,10.1021/acs.est.2c06170,,,
es-2022-06184q,10.1021/acs.est.2c06184,grid.419696.5,National Natural Science Foundation of China,501100001809
es-2022-061896,10.1021/acs.est.2c06189,grid.418698.a,Environmental Protection Agency,100000139
es-2022-061896,10.1021/acs.est.2c06189,grid.418356.d,United States Department of Veterans Affairs,100000738
es-2022-06192z,10.1021/acs.est.2c06192,grid.419696.5,National Natural Science Foundation of China,501100001809
es-2022-06192z,10.1021/acs.est.2c06192,grid.453034.5,China Postdoctoral Science Foundation,501100002858
es-2022-06198u,10.1021/acs.est.2c06198,grid.419696.5,National Natural Science Foundation of China,501100001809
es-2022-06198u,10.1021/acs.est.2c06198,grid.9227.e,Chinese Academy of Sciences,501100002367
es-2022-06198u,10.1021/acs.est.2c06198,grid.453034.5,China Postdoctoral Science Foundation,501100002858
es-2022-06198u,10.1021/acs.est.2c06198,grid.453709.c,Ministry of Human Resources and Social Security,
es-2022-06198u,10.1021/acs.est.2c06198,grid.424020.0,Ministry of Science and Technology of the People's Republic of China,501100002855
es-2022-062034,,,,
es-2022-06207q,10.1021/acs.est.2c06207,grid.454741.7,Guangdong Science and Technology Department,501100007162
es-2022-06207q,10.1021/acs.est.2c06207,grid.507873.e,Engineering Laboratory,
es-2022-06207q,10.1021/acs.est.2c06207,grid.419696.5,National Natural Science Foundation of China,501100001809
es-2022-06247g,10.1021/acs.est.2c06247,grid.419696.5,National Natural Science Foundation of China,501100001809
es-2022-06247g,10.1021/acs.est.2c06247,grid.453197.d,Youth Innovation Promotion Association,
es-2022-06247g,10.1021/acs.est.2c06247,grid.9227.e,Chinese Academy of Sciences,501100002367
es-2022-06255f,10.1021/acs.est.2c06255,grid.452912.9,Natural Sciences and Engineering Research Council,501100000038
es-2022-06255f,10.1021/acs.est.2c06255,grid.202033.0,Natural Resources Canada,501100000159
es-2022-06255f,10.1021/acs.est.2c06255,grid.453377.1,Mitacs,
es-2022-062644,,,,
es-2022-06285j,10.1021/acs.est.2c06285,grid.452912.9,Natural Sciences and Engineering Research Council,501100000038
es-2022-062868,,,,
es-2022-06304z,10.1021/acs.est.2c06304,grid.452941.f,China Scholarship Council,501100004543
es-2022-06310w,,,,
es-2022-063116,10.1021/acs.est.2c06311,grid.54432.34,Japan Society for the Promotion of Science,
es-2022-063116,10.1021/acs.est.2c06311,grid.454886.3,Sumitomo Foundation,
es-2022-063275,10.1021/acs.est.2c06327,grid.419696.5,National Natural Science Foundation of China,501100001809
es-2022-063275,10.1021/acs.est.2c06327,grid.454867.c,Science and Technology Department of Sichuan Province,
es-2022-06330c,10.1021/acs.est.2c06330,grid.424020.0,Ministry of Science and Technology of the People's Republic of China,501100002855
es-2022-06345b,,,,
es-2022-06365z,,,,
es-2022-06373r,10.1021/acs.est.2c06373,,,
es-2022-06376u,10.1021/acs.est.2c06376,grid.286879.a,American Chemical Society,100005300
es-2022-06376u,10.1021/acs.est.2c06376,grid.431093.c,National Science Foundation,
es-2022-06376u,10.1021/acs.est.2c06376,grid.467231.5,Bank of America,100002486
es-2022-06376u,10.1021/acs.est.2c06376,grid.457810.f,Directorate for Engineering,
es-2022-06376u,10.1021/acs.est.2c06376,grid.2865.9,United States Geological Survey,
es-2022-06376u,10.1021/acs.est.2c06376,grid.457813.c,"Division of Chemical, Bioengineering, Environmental, and Transport Systems",
es-2022-06376u,10.1021/acs.est.2c06376,grid.85084.31,United States Department of Energy,100000015
es-2022-06381u,10.1021/acs.est.2c06381,grid.452918.3,Defense Threat Reduction Agency,
es-2022-06381u,10.1021/acs.est.2c06381,grid.457885.3,Division of Chemistry,
es-2022-06381u,10.1021/acs.est.2c06381,grid.507554.6,United States Air Force Office of Scientific Research,
es-2022-06381u,10.1021/acs.est.2c06381,grid.482851.2,Office of Naval Research,100000006
es-2022-06381u,10.1021/acs.est.2c06381,grid.457875.c,Directorate for Mathematical & Physical Sciences,
es-2022-06381u,10.1021/acs.est.2c06381,grid.85084.31,United States Department of Energy,100000015
es-2022-06381u,10.1021/acs.est.2c06381,grid.89170.37,United States Naval Research Laboratory,
es-2022-06381u,10.1021/acs.est.2c06381,grid.187073.a,Argonne National Laboratory,
es-2022-06382s,10.1021/acs.est.2c06382,,,
es-2022-06410s,10.1021/acs.est.2c06410,grid.419696.5,National Natural Science Foundation of China,501100001809
es-2022-06414c,10.1021/acs.est.2c06414,grid.419696.5,National Natural Science Foundation of China,501100001809
es-2022-06414c,10.1021/acs.est.2c06414,grid.19373.3f,Harbin Institute of Technology,
es-2022-06418a,,,,
es-2022-064243,10.1021/acs.est.2c06424,grid.453034.5,China Postdoctoral Science Foundation,501100002858
es-2022-064243,10.1021/acs.est.2c06424,grid.452980.2,Iran National Science Foundation,
es-2022-064243,10.1021/acs.est.2c06424,grid.454741.7,Guangdong Science and Technology Department,501100007162
es-2022-064243,10.1021/acs.est.2c06424,grid.419696.5,National Natural Science Foundation of China,501100001809
es-2022-06425g,10.1021/acs.est.2c06425,grid.457810.f,Directorate for Engineering,
es-2022-06425g,10.1021/acs.est.2c06425,grid.419696.5,National Natural Science Foundation of China,501100001809
es-2022-06426k,,,,
es-2022-06433f,10.1021/acs.est.2c06433,grid.457810.f,Directorate for Engineering,
es-2022-06444n,10.1021/acs.est.2c06444,grid.413452.5,Australian Research Council,
es-2022-06444n,10.1021/acs.est.2c06444,grid.452941.f,China Scholarship Council,501100004543
es-2022-06447m,10.1021/acs.est.2c06447,grid.419696.5,National Natural Science Foundation of China,501100001809
es-2022-06448v,10.1021/acs.est.2c06448,grid.424020.0,Ministry of Science and Technology of the People's Republic of China,501100002855
es-2022-06448v,10.1021/acs.est.2c06448,grid.419696.5,National Natural Science Foundation of China,501100001809
es-2022-064616,10.1021/acs.est.2c06461,grid.419696.5,National Natural Science Foundation of China,501100001809
es-2022-06468e,10.1021/acs.est.2c06468,grid.457875.c,Directorate for Mathematical & Physical Sciences,
es-2022-06468e,10.1021/acs.est.2c06468,grid.457810.f,Directorate for Engineering,
es-2022-06472p,10.1021/acs.est.2c06472,grid.54432.34,Japan Society for the Promotion of Science,
es-2022-06472p,10.1021/acs.est.2c06472,grid.452903.9,"Ministry of Education, Culture, Sports, Science and Technology",
es-2022-06472p,10.1021/acs.est.2c06472,grid.410588.0,Japan Agency for Marine-Earth Science and Technology,
es-2022-06473e,10.1021/acs.est.2c06473,grid.9227.e,Chinese Academy of Sciences,501100002367
es-2022-06473e,10.1021/acs.est.2c06473,grid.419696.5,National Natural Science Foundation of China,501100001809
es-2022-06473e,10.1021/acs.est.2c06473,grid.454741.7,Guangdong Science and Technology Department,501100007162
es-2022-06488t,10.1021/acs.est.2c06488,grid.419696.5,National Natural Science Foundation of China,501100001809
es-2022-064962,10.1021/acs.est.2c06496,grid.452941.f,China Scholarship Council,501100004543
es-2022-06500p,10.1021/acs.est.2c06500,,,
es-2022-06503c,,,,
es-2022-06514g,10.1021/acs.est.2c06514,grid.9227.e,Chinese Academy of Sciences,501100002367
es-2022-06514g,10.1021/acs.est.2c06514,grid.481501.9,Xiamen Municipal Bureau of Science and Technology,
es-2022-06514g,10.1021/acs.est.2c06514,grid.453197.d,Youth Innovation Promotion Association,
es-2022-06514g,10.1021/acs.est.2c06514,grid.419696.5,National Natural Science Foundation of China,501100001809
es-2022-06527d,10.1021/acs.est.2c06527,grid.457799.1,Directorate for STEM Education,
es-2022-06527d,10.1021/acs.est.2c06527,grid.457898.f,Office of the Director,
es-2022-06527d,10.1021/acs.est.2c06527,grid.280785.0,National Institute of General Medical Sciences,
es-2022-06530h,10.1021/acs.est.2c06530,grid.420176.6,United States Army,100006751
es-2022-06530h,10.1021/acs.est.2c06530,grid.457801.f,Division of Graduate Education,
es-2022-06530h,10.1021/acs.est.2c06530,grid.457836.b,Directorate for Geosciences,
es-2022-06530h,10.1021/acs.est.2c06530,grid.431093.c,National Science Foundation,
es-2022-065456,10.1021/acs.est.2c06545,grid.452896.4,European Research Council,
es-2022-065456,10.1021/acs.est.2c06545,grid.474367.5,Swedish Research Council for Environment Agricultural Sciences and Spatial Planning,
es-2022-065456,10.1021/acs.est.2c06545,grid.15098.35,Academy of Finland,501100002341
es-2022-06546r,10.1021/acs.est.2c06546,grid.9227.e,Chinese Academy of Sciences,501100002367
es-2022-06546r,10.1021/acs.est.2c06546,grid.419696.5,National Natural Science Foundation of China,501100001809
es-2022-06555s,10.1021/acs.est.2c06555,,,
es-2022-06556p,10.1021/acs.est.2c06556,,,
es-2022-065715,10.1021/acs.est.2c06571,grid.419696.5,National Natural Science Foundation of China,501100001809
es-2022-06573a,10.1021/acs.est.2c06573,,,
es-2022-066007,10.1021/acs.est.2c06600,grid.448456.f,Wisconsin Department of Natural Resources,
es-2022-066007,10.1021/acs.est.2c06600,grid.454021.6,Wisconsin Sea Grant,
es-2022-066023,10.1021/acs.est.2c06602,grid.419696.5,National Natural Science Foundation of China,501100001809
es-2022-06610t,10.1021/acs.est.2c06610,grid.418698.a,Environmental Protection Agency,100000139
es-2022-06611f,10.1021/acs.est.2c06611,grid.474367.5,Swedish Research Council for Environment Agricultural Sciences and Spatial Planning,
es-2022-06611f,10.1021/acs.est.2c06611,grid.453022.2,VINNOVA,
es-2022-06611f,10.1021/acs.est.2c06611,grid.436103.3,Ministry of Education Youth and Sports,
es-2022-06611f,10.1021/acs.est.2c06611,grid.208387.6,Swedish Research Council,501100004359
es-2022-06611f,10.1021/acs.est.2c06611,grid.467909.5,Government of Sweden,
es-2022-06611f,10.1021/acs.est.2c06611,grid.270680.b,European Commission,501100000780
es-2022-06614h,10.1021/acs.est.2c06614,grid.431093.c,National Science Foundation,
es-2022-06614h,10.1021/acs.est.2c06614,grid.419881.d,United States Department of Education,100000138
es-2022-06626v,10.1021/acs.est.2c06626,grid.280664.e,National Institute of Environmental Health Sciences,
es-2022-06646e,10.1021/acs.est.2c06646,grid.85084.31,United States Department of Energy,100000015
es-2022-06646e,10.1021/acs.est.2c06646,grid.448337.f,Maryland Department of Natural Resources,
es-2022-06648c,10.1021/acs.est.2c06648,grid.457799.1,Directorate for STEM Education,
es-2022-06648c,10.1021/acs.est.2c06648,grid.457810.f,Directorate for Engineering,
es-2022-06648c,10.1021/acs.est.2c06648,grid.280664.e,National Institute of Environmental Health Sciences,
es-2022-06648c,10.1021/acs.est.2c06648,grid.452988.a,Office of Basic Energy Sciences,
es-2022-06651e,10.1021/acs.est.2c06651,grid.419696.5,National Natural Science Foundation of China,501100001809
es-2022-06651e,10.1021/acs.est.2c06651,grid.452927.f,Science and Technology Commission of Shanghai Municipality,
es-2022-06657a,10.1021/acs.est.2c06657,grid.419696.5,National Natural Science Foundation of China,501100001809
es-2022-06657a,10.1021/acs.est.2c06657,grid.424020.0,Ministry of Science and Technology of the People's Republic of China,501100002855
es-2022-06666t,,,,
es-2022-06668b,10.1021/acs.est.2c06668,grid.419696.5,National Natural Science Foundation of China,501100001809
es-2022-06668b,10.1021/acs.est.2c06668,grid.424020.0,Ministry of Science and Technology of the People's Republic of China,501100002855
es-2022-06668b,10.1021/acs.est.2c06668,grid.9227.e,Chinese Academy of Sciences,501100002367
es-2022-06673b,10.1021/acs.est.2c06673,,,
es-2022-066742,10.1021/acs.est.2c06674,grid.452963.f,Office of Biological and Environmental Research,
es-2022-066742,10.1021/acs.est.2c06674,grid.184769.5,Lawrence Berkeley National Laboratory,
es-2022-066742,10.1021/acs.est.2c06674,grid.453003.1,Office of Energy Efficiency and Renewable Energy,100006134
es-2022-06675h,10.1021/acs.est.2c06675,grid.452988.a,Office of Basic Energy Sciences,
es-2022-06691m,10.1021/acs.est.2c06691,grid.413452.5,Australian Research Council,
es-2022-06691m,10.1021/acs.est.2c06691,grid.415606.0,Queensland Health,
es-2022-06697j,10.1021/acs.est.2c06697,grid.424020.0,Ministry of Science and Technology of the People's Republic of China,501100002855
es-2022-06697j,10.1021/acs.est.2c06697,grid.419696.5,National Natural Science Foundation of China,501100001809
es-2022-06697j,10.1021/acs.est.2c06697,grid.453034.5,China Postdoctoral Science Foundation,501100002858
es-2022-06703h,10.1021/acs.est.2c06703,grid.187073.a,Argonne National Laboratory,
es-2022-06703h,10.1021/acs.est.2c06703,grid.457836.b,Directorate for Geosciences,
es-2022-06703h,10.1021/acs.est.2c06703,grid.5586.e,Federal Ministry of Education and Research,501100002347
es-2022-06703h,10.1021/acs.est.2c06703,grid.424440.2,Federal Ministry for Economic Affairs and Climate Action,501100006360
